20200122,1,2,0,0,0,0
20200123,1,2,0,0,0,0
20200124,1,2,0,0,0,0
20200125,1,2,0,0,0,0
20200126,1,2,0,0,0,0
20200127,1,2,0,0,0,0
20200128,1,2,0,0,0,0
20200129,1,2,0,0,0,0
20200130,1,2,0,0,0,0
20200131,1,2,0,0,0,0
20200201,1,2,0,0,0,0
20200202,1,2,0,0,0,0
20200203,1,2,0,0,0,0
20200204,1,2,0,0,0,0
20200205,1,2,0,0,0,0
20200206,1,2,0,0,0,0
20200207,1,2,0,0,0,0
20200208,1,2,0,0,0,0
20200209,1,2,0,0,0,0
20200210,1,2,0,0,0,0
20200211,1,2,0,0,0,0
20200212,1,2,0,0,0,0
20200213,1,2,0,0,0,0
20200214,1,2,0,0,0,0
20200215,1,2,0,0,0,0
20200216,1,2,0,0,0,0
20200217,1,2,0,0,0,0
20200218,1,2,0,0,0,0
20200219,1,2,0,0,0,0
20200220,1,2,0,0,0,0
20200221,1,2,0,0,0,0
20200222,1,2,0,0,0,0
20200223,1,2,0,0,0,0
20200224,1,2,0,1,0,0
20200225,1,2,0,0,0,0
20200226,1,2,0,0,0,0
20200227,1,2,0,0,0,0
20200228,1,2,0,0,0,0
20200229,1,2,0,0,0,0
20200301,1,2,0,0,0,0
20200302,1,2,0,0,0,0
20200303,1,2,0,1,0,0
20200304,1,2,0,2,0,0
20200305,1,2,0,0,0,0
20200306,1,2,0,0,0,0
20200307,1,2,0,0,0,0
20200308,1,2,0,1,0,0
20200309,1,2,0,2,0,0
20200310,1,2,0,1,0,0
20200311,1,2,0,3,0,0
20200312,1,2,0,1,0,0
20200313,1,2,0,1,0,0
20200314,1,2,0,2,0,0
20200315,1,2,0,1,0,0
20200316,1,2,0,2,0,1
20200317,1,2,0,2,0,0
20200318,1,2,0,4,0,0
20200319,1,2,0,1,0,0
20200320,1,2,0,4,0,0
20200321,1,2,0,1,0,0
20200322,1,2,0,4,1,0
20200323,1,2,0,7,0,0
20200324,1,2,0,2,0,0
20200325,1,2,0,33,1,1
20200326,1,2,0,4,1,0
20200327,1,2,0,11,0,0
20200328,1,2,0,16,1,0
20200329,1,2,0,11,0,0
20200330,1,2,0,28,0,0
20200331,1,2,0,29,0,3
20200401,1,2,0,22,0,0
20200402,1,2,0,43,0,5
20200403,1,2,0,35,4,0
20200404,1,2,0,25,2,0
20200405,1,2,0,38,2,5
20200406,1,2,0,30,3,3
20200407,1,2,0,56,1,0
20200408,1,2,0,21,0,11
20200409,1,2,0,40,1,3
20200410,1,2,0,47,1,0
20200411,1,2,0,24,0,0
20200412,1,2,0,52,1,0
20200413,1,2,0,58,3,0
20200414,1,2,0,49,1,8
20200415,1,2,0,70,6,3
20200416,1,2,0,56,1,11
20200417,1,2,0,66,0,45
20200418,1,2,0,27,0,13
20200419,1,2,0,63,3,19
20200420,1,2,0,30,3,4
20200421,1,2,0,66,0,15
20200422,1,2,0,84,4,16
20200423,1,2,0,59,0,13
20200424,1,2,0,95,3,9
20200425,1,2,0,133,4,0
20200426,1,2,0,68,5,19
20200427,1,2,0,172,6,13
20200428,1,2,0,126,1,8
20200429,1,2,0,110,2,24
20200430,1,2,0,187,3,8
20200501,1,2,0,164,4,50
20200502,1,2,0,179,4,21
20200503,1,2,0,235,13,14
20200504,1,2,0,190,5,52
20200505,1,2,0,330,5,24
20200506,1,2,0,168,9,37
20200507,1,2,0,171,2,10
20200508,1,2,0,217,3,4
20200509,1,2,0,261,6,30
20200510,1,2,0,361,5,56
20200511,1,2,0,284,2,0
20200512,1,2,0,281,5,52
20200513,1,2,0,259,5,38
20200514,1,2,0,413,4,43
20200515,1,2,0,414,17,54
20200516,1,2,0,349,15,0
20200517,1,2,0,262,2,33
20200518,1,2,0,408,3,23
20200519,1,2,0,581,5,49
20200520,1,2,0,492,10,80
20200521,1,2,0,531,6,8
20200522,1,2,0,542,12,58
20200523,1,2,0,782,11,44
20200524,1,2,0,584,2,35
20200525,1,2,0,591,1,22
20200526,1,2,0,658,1,31
20200527,1,2,0,625,7,10
20200528,1,2,0,580,8,71
20200529,1,2,0,623,11,50
20200530,1,2,0,866,3,44
20200531,1,2,0,680,8,25
20200601,1,2,0,545,8,100
20200602,1,2,0,759,8,22
20200603,1,2,0,758,24,72
20200604,1,2,0,787,6,63
20200605,1,2,0,915,9,177
20200606,1,2,0,582,18,68
20200607,1,2,0,791,30,45
20200608,1,2,0,575,12,296
20200609,1,2,0,542,15,480
20200610,1,2,0,684,21,362
20200611,1,2,0,748,21,313
20200612,1,2,0,656,20,602
20200613,1,2,0,556,5,273
20200614,1,2,0,664,20,524
20200615,1,2,0,761,7,439
20200616,1,2,0,783,13,344
20200617,1,2,0,564,13,650
20200618,1,2,0,658,42,1502
20200619,1,2,0,346,2,302
20200620,1,2,0,546,21,330
20200621,1,2,0,409,12,472
20200622,1,2,0,310,12,77
20200623,1,2,0,324,20,419
20200624,1,2,0,234,21,609
20200625,1,2,0,460,36,305
20200626,1,2,0,276,8,132
20200627,1,2,0,165,34,368
20200628,1,2,0,351,12,1930
20200629,1,2,0,271,12,1330
20200630,1,2,0,279,12,197
20200701,1,2,0,319,28,1520
20200702,1,2,0,186,29,390
20200703,1,2,0,302,12,1290
20200704,1,2,0,348,7,1833
20200705,1,2,0,279,38,202
20200706,1,2,0,239,34,737
20200707,1,2,0,194,22,76
20200708,1,2,0,210,17,521
20200709,1,2,0,314,20,147
20200710,1,2,0,286,14,35
20200711,1,2,0,172,23,253
20200712,1,2,0,85,16,81
20200713,1,2,0,154,28,38
20200714,1,2,0,135,24,200
20200715,1,2,0,254,32,1002
20200716,1,2,0,76,21,368
20200717,1,2,0,159,32,327
20200718,1,2,0,60,17,122
20200719,1,2,0,174,17,361
20200720,1,2,0,40,2,107
20200721,1,2,0,112,3,0
20200722,1,2,0,112,4,183
20200723,1,2,0,201,21,626
20200724,1,2,0,60,14,52
20200725,1,2,0,48,22,191
20200726,1,2,0,121,12,387
20200727,1,2,0,106,10,18
