20200122,22,1,1,2020
20200123,23,1,1,2020
20200124,24,1,1,2020
20200125,25,1,1,2020
20200126,26,1,1,2020
20200127,27,1,1,2020
20200128,28,1,1,2020
20200129,29,1,1,2020
20200130,30,1,1,2020
20200131,31,1,1,2020
20200201,1,2,1,2020
20200202,2,2,1,2020
20200203,3,2,1,2020
20200204,4,2,1,2020
20200205,5,2,1,2020
20200206,6,2,1,2020
20200207,7,2,1,2020
20200208,8,2,1,2020
20200209,9,2,1,2020
20200210,10,2,1,2020
20200211,11,2,1,2020
20200212,12,2,1,2020
20200213,13,2,1,2020
20200214,14,2,1,2020
20200215,15,2,1,2020
20200216,16,2,1,2020
20200217,17,2,1,2020
20200218,18,2,1,2020
20200219,19,2,1,2020
20200220,20,2,1,2020
20200221,21,2,1,2020
20200222,22,2,1,2020
20200223,23,2,1,2020
20200224,24,2,1,2020
20200225,25,2,1,2020
20200226,26,2,1,2020
20200227,27,2,1,2020
20200228,28,2,1,2020
20200229,29,2,1,2020
20200301,1,3,1,2020
20200302,2,3,1,2020
20200303,3,3,1,2020
20200304,4,3,1,2020
20200305,5,3,1,2020
20200306,6,3,1,2020
20200307,7,3,1,2020
20200308,8,3,1,2020
20200309,9,3,1,2020
20200310,10,3,1,2020
20200311,11,3,1,2020
20200312,12,3,1,2020
20200313,13,3,1,2020
20200314,14,3,1,2020
20200315,15,3,1,2020
20200316,16,3,1,2020
20200317,17,3,1,2020
20200318,18,3,1,2020
20200319,19,3,1,2020
20200320,20,3,1,2020
20200321,21,3,1,2020
20200322,22,3,1,2020
20200323,23,3,1,2020
20200324,24,3,1,2020
20200325,25,3,1,2020
20200326,26,3,1,2020
20200327,27,3,1,2020
20200328,28,3,1,2020
20200329,29,3,1,2020
20200330,30,3,1,2020
20200331,31,3,1,2020
20200401,1,4,2,2020
20200402,2,4,2,2020
20200403,3,4,2,2020
20200404,4,4,2,2020
20200405,5,4,2,2020
20200406,6,4,2,2020
20200407,7,4,2,2020
20200408,8,4,2,2020
20200409,9,4,2,2020
20200410,10,4,2,2020
20200411,11,4,2,2020
20200412,12,4,2,2020
20200413,13,4,2,2020
20200414,14,4,2,2020
20200415,15,4,2,2020
20200416,16,4,2,2020
20200417,17,4,2,2020
20200418,18,4,2,2020
20200419,19,4,2,2020
20200420,20,4,2,2020
20200421,21,4,2,2020
20200422,22,4,2,2020
20200423,23,4,2,2020
20200424,24,4,2,2020
20200425,25,4,2,2020
20200426,26,4,2,2020
20200427,27,4,2,2020
20200428,28,4,2,2020
20200429,29,4,2,2020
20200430,30,4,2,2020
20200501,1,5,2,2020
20200502,2,5,2,2020
20200503,3,5,2,2020
20200504,4,5,2,2020
20200505,5,5,2,2020
20200506,6,5,2,2020
20200507,7,5,2,2020
20200508,8,5,2,2020
20200509,9,5,2,2020
20200510,10,5,2,2020
20200511,11,5,2,2020
20200512,12,5,2,2020
20200513,13,5,2,2020
20200514,14,5,2,2020
20200515,15,5,2,2020
20200516,16,5,2,2020
20200517,17,5,2,2020
20200518,18,5,2,2020
20200519,19,5,2,2020
20200520,20,5,2,2020
20200521,21,5,2,2020
20200522,22,5,2,2020
20200523,23,5,2,2020
20200524,24,5,2,2020
20200525,25,5,2,2020
20200526,26,5,2,2020
20200527,27,5,2,2020
20200528,28,5,2,2020
20200529,29,5,2,2020
20200530,30,5,2,2020
20200531,31,5,2,2020
20200601,1,6,2,2020
20200602,2,6,2,2020
20200603,3,6,2,2020
20200604,4,6,2,2020
20200605,5,6,2,2020
20200606,6,6,2,2020
20200607,7,6,2,2020
20200608,8,6,2,2020
20200609,9,6,2,2020
20200610,10,6,2,2020
20200611,11,6,2,2020
20200612,12,6,2,2020
20200613,13,6,2,2020
20200614,14,6,2,2020
20200615,15,6,2,2020
20200616,16,6,2,2020
20200617,17,6,2,2020
20200618,18,6,2,2020
20200619,19,6,2,2020
20200620,20,6,2,2020
20200621,21,6,2,2020
20200622,22,6,2,2020
20200623,23,6,2,2020
20200624,24,6,2,2020
20200625,25,6,2,2020
20200626,26,6,2,2020
20200627,27,6,2,2020
20200628,28,6,2,2020
20200629,29,6,2,2020
20200630,30,6,2,2020
20200701,1,7,3,2020
20200702,2,7,3,2020
20200703,3,7,3,2020
20200704,4,7,3,2020
20200705,5,7,3,2020
20200706,6,7,3,2020
20200707,7,7,3,2020
20200708,8,7,3,2020
20200709,9,7,3,2020
20200710,10,7,3,2020
20200711,11,7,3,2020
20200712,12,7,3,2020
20200713,13,7,3,2020
20200714,14,7,3,2020
20200715,15,7,3,2020
20200716,16,7,3,2020
20200717,17,7,3,2020
20200718,18,7,3,2020
20200719,19,7,3,2020
20200720,20,7,3,2020
20200721,21,7,3,2020
20200722,22,7,3,2020
20200723,23,7,3,2020
20200724,24,7,3,2020
20200725,25,7,3,2020
20200726,26,7,3,2020
20200727,27,7,3,2020
20200728,28,7,3,2020
20200729,29,7,3,2020
20200730,30,7,3,2020
20200731,31,7,3,2020
20200801,1,8,3,2020
20200802,2,8,3,2020
20200803,3,8,3,2020
20200804,4,8,3,2020
20200805,5,8,3,2020
20200806,6,8,3,2020
20200807,7,8,3,2020
20200808,8,8,3,2020
20200809,9,8,3,2020
20200810,10,8,3,2020
20200811,11,8,3,2020
20200812,12,8,3,2020
20200813,13,8,3,2020
20200814,14,8,3,2020
20200815,15,8,3,2020
20200816,16,8,3,2020
20200817,17,8,3,2020
20200818,18,8,3,2020
20200819,19,8,3,2020
20200820,20,8,3,2020
20200821,21,8,3,2020
20200822,22,8,3,2020
20200823,23,8,3,2020
20200824,24,8,3,2020
20200825,25,8,3,2020
20200826,26,8,3,2020
20200827,27,8,3,2020
20200828,28,8,3,2020
20200829,29,8,3,2020
20200830,30,8,3,2020
20200831,31,8,3,2020
20200901,1,9,3,2020
20200902,2,9,3,2020
20200903,3,9,3,2020
20200904,4,9,3,2020
20200905,5,9,3,2020
20200906,6,9,3,2020
20200907,7,9,3,2020
20200908,8,9,3,2020
20200909,9,9,3,2020
20200910,10,9,3,2020
20200911,11,9,3,2020
20200912,12,9,3,2020
20200913,13,9,3,2020
20200914,14,9,3,2020
20200915,15,9,3,2020
20200916,16,9,3,2020
20200917,17,9,3,2020
20200918,18,9,3,2020
20200919,19,9,3,2020
20200920,20,9,3,2020
20200921,21,9,3,2020
20200922,22,9,3,2020
20200923,23,9,3,2020
20200924,24,9,3,2020
20200925,25,9,3,2020
20200926,26,9,3,2020
20200927,27,9,3,2020
20200928,28,9,3,2020
20200929,29,9,3,2020
20200930,30,9,3,2020
20201001,1,10,4,2020
20201002,2,10,4,2020
20201003,3,10,4,2020
20201004,4,10,4,2020
20201005,5,10,4,2020
20201006,6,10,4,2020
20201007,7,10,4,2020
20201008,8,10,4,2020
20201009,9,10,4,2020
20201010,10,10,4,2020
20201011,11,10,4,2020
20201012,12,10,4,2020
20201013,13,10,4,2020
20201014,14,10,4,2020
20201015,15,10,4,2020
20201016,16,10,4,2020
20201017,17,10,4,2020
20201018,18,10,4,2020
20201019,19,10,4,2020
20201020,20,10,4,2020
20201021,21,10,4,2020
20201022,22,10,4,2020
20201023,23,10,4,2020
20201024,24,10,4,2020
20201025,25,10,4,2020
20201026,26,10,4,2020
20201027,27,10,4,2020
20201028,28,10,4,2020
20201029,29,10,4,2020
20201030,30,10,4,2020
20201031,31,10,4,2020
20201101,1,11,4,2020
20201102,2,11,4,2020
20201103,3,11,4,2020
20201104,4,11,4,2020
20201105,5,11,4,2020
20201106,6,11,4,2020
20201107,7,11,4,2020
20201108,8,11,4,2020
20201109,9,11,4,2020
20201110,10,11,4,2020
20201111,11,11,4,2020
20201112,12,11,4,2020
20201113,13,11,4,2020
20201114,14,11,4,2020
20201115,15,11,4,2020
20201116,16,11,4,2020
20201117,17,11,4,2020
20201118,18,11,4,2020
20201119,19,11,4,2020
20201120,20,11,4,2020
20201121,21,11,4,2020
20201122,22,11,4,2020
20201123,23,11,4,2020
20201124,24,11,4,2020
20201125,25,11,4,2020
20201126,26,11,4,2020
20201127,27,11,4,2020
20201128,28,11,4,2020
20201129,29,11,4,2020
20201130,30,11,4,2020
20201201,1,12,4,2020
20201202,2,12,4,2020
20201203,3,12,4,2020
20201204,4,12,4,2020
20201205,5,12,4,2020
20201206,6,12,4,2020
20201207,7,12,4,2020
20201208,8,12,4,2020
20201209,9,12,4,2020
20201210,10,12,4,2020
20201211,11,12,4,2020
20201212,12,12,4,2020
20201213,13,12,4,2020
20201214,14,12,4,2020
20201215,15,12,4,2020
20201216,16,12,4,2020
20201217,17,12,4,2020
20201218,18,12,4,2020
20201219,19,12,4,2020
20201220,20,12,4,2020
20201221,21,12,4,2020
20201222,22,12,4,2020
20201223,23,12,4,2020
20201224,24,12,4,2020
20201225,25,12,4,2020
20201226,26,12,4,2020
20201227,27,12,4,2020
20201228,28,12,4,2020
20201229,29,12,4,2020
20201230,30,12,4,2020
20201231,31,12,4,2020
20210101,1,1,1,2021
20210102,2,1,1,2021
20210103,3,1,1,2021
20210104,4,1,1,2021
20210105,5,1,1,2021
20210106,6,1,1,2021
20210107,7,1,1,2021
20210108,8,1,1,2021
20210109,9,1,1,2021
20210110,10,1,1,2021
20210111,11,1,1,2021
