20210112,12,1,1,2021
20210113,13,1,1,2021
20210114,14,1,1,2021
20210115,15,1,1,2021
20210116,16,1,1,2021
20210117,17,1,1,2021
20210118,18,1,1,2021
20210119,19,1,1,2021
20210120,20,1,1,2021
20210121,21,1,1,2021
20210122,22,1,1,2021
20210123,23,1,1,2021
20210124,24,1,1,2021
20210125,25,1,1,2021
20210126,26,1,1,2021
20210127,27,1,1,2021
20210128,28,1,1,2021
20210129,29,1,1,2021
20210130,30,1,1,2021
20210131,31,1,1,2021
20210201,1,2,1,2021
20210202,2,2,1,2021
20210203,3,2,1,2021
20210204,4,2,1,2021
20210205,5,2,1,2021
20210206,6,2,1,2021
20210207,7,2,1,2021
20210208,8,2,1,2021
20210209,9,2,1,2021
20210210,10,2,1,2021
20210211,11,2,1,2021
20210212,12,2,1,2021
20210213,13,2,1,2021
20210214,14,2,1,2021
20210215,15,2,1,2021
20210216,16,2,1,2021
20210217,17,2,1,2021
20210218,18,2,1,2021
20210219,19,2,1,2021
20210220,20,2,1,2021
20210221,21,2,1,2021
20210222,22,2,1,2021
20210223,23,2,1,2021
20210224,24,2,1,2021
20210225,25,2,1,2021
20210226,26,2,1,2021
20210227,27,2,1,2021
20210228,28,2,1,2021
20210301,1,3,1,2021
